-1.277728,	-0.000035,	5.665285,	-3.206063,	3.439352,	-4.199776,	
-1.223348,	-0.000008,	0.925762,	-5.546882,	1.493862,	-6.055553,	
0.944859,	-0.000044,	-7.240920,	-6.023070,	-2.240733,	-4.710400,	
1.644310,	-0.000001,	2.914366,	-3.909875,	1.317148,	-3.813132,	
1.515939,	-0.000011,	-2.194329,	-4.680726,	-0.970325,	-4.627534,	
-0.769737,	-0.000033,	8.619108,	0.028317,	5.793120,	-4.131821,	
-1.098190,	-0.000057,	1.384269,	-5.562826,	2.184813,	-6.557483,	
1.120174,	-0.000031,	-4.947653,	-5.973860,	-1.295915,	-5.409491,	
-0.326702,	-0.000066,	-0.603899,	-5.971922,	4.580687,	-10.310414,	
-0.501344,	-0.000080,	4.153428,	-3.581570,	5.925989,	-8.778519,	
0.768787,	-0.000019,	-4.964450,	-7.059411,	0.073776,	-7.112437,	
-0.595257,	-0.000033,	9.125197,	0.911149,	6.368601,	-4.362201,	
-1.058693,	-0.000012,	1.387579,	-5.586855,	2.344061,	-6.735497,	
1.145453,	-0.000025,	-3.919890,	-6.061621,	-0.775405,	-5.741680,	
-1.214183,	-0.000007,	8.232705,	0.261484,	4.334871,	-1.251862,	
-0.318763,	-0.000074,	-3.027353,	-6.899993,	3.210073,	-9.948431,	
1.337982,	-0.000017,	0.630599,	-5.378356,	0.961273,	-5.600121,	
1.459662,	-0.000037,	2.732720,	-4.556418,	1.628954,	-4.737018,	
1.411463,	-0.000009,	5.118389,	-3.419266,	2.866506,	-3.874042,	
0.683868,	-0.000007,	9.523265,	1.515505,	5.966776,	-3.109524,	
-0.378575,	-0.000081,	-5.975387,	-7.562008,	0.925083,	-8.421616,	
