2.204259,	-0.000006,	3.266821,	-5.133407,	0.138295,	-5.051544,	
0.350493,	-0.000045,	-1.907317,	-7.773322,	4.824376,	-12.304318,	
2.884464,	-0.000010,	1.661148,	-3.146032,	-1.297555,	-4.400932,	
0.118835,	-0.000039,	-2.400797,	-7.783561,	5.253938,	-13.000420,	
1.646964,	-0.000019,	4.460972,	-6.218492,	1.999622,	-6.066294,	
0.285783,	-0.000032,	-1.150817,	-7.388964,	5.501111,	-12.666906,	
-1.359418,	-0.000027,	8.460404,	-3.759662,	4.728760,	-4.751919,	
-0.623763,	-0.000086,	-2.638718,	-8.302997,	3.058068,	-10.785342,	
-2.058847,	-0.000042,	4.091909,	-5.471481,	0.857511,	-5.069422,	
1.393287,	-0.000013,	9.860688,	-1.926979,	5.181227,	-2.841806,	
-1.499766,	-0.000000,	9.713695,	-1.943051,	4.938234,	-2.293522,	
-3.053347,	-0.000031,	-1.987937,	-1.090358,	-3.050340,	-4.128821,	
2.981034,	-0.000000,	1.309648,	-2.918787,	-1.532431,	-4.431508,	
-0.893787,	-0.000057,	1.585976,	-7.161536,	3.777787,	-9.528353,	
0.641519,	-0.000019,	2.446765,	-6.300785,	5.518528,	-10.722098,	
-0.395652,	-0.000053,	1.486039,	-6.290013,	6.347610,	-12.147371,	
0.358939,	-0.000121,	1.575121,	-6.177116,	6.549579,	-12.309012,	
-0.450264,	-0.000110,	1.929660,	-6.160459,	6.286314,	-11.820530,	
0.609289,	-0.000057,	1.519240,	-6.692653,	5.278367,	-11.021033,	
-1.454035,	-0.000038,	3.802659,	-6.608170,	2.301998,	-6.876431,	
1.640046,	-0.000003,	-5.702237,	-5.332038,	-3.042885,	-5.542597,	
-1.837587,	-0.000026,	-7.958208,	-1.662463,	-4.349347,	-2.809001,	
1.858901,	-0.000020,	-7.698300,	-1.821391,	-4.280751,	-3.037789,	
