0.473940,	-0.000022,	5.545062,	-2.755307,	6.618016,	-8.643801,	
0.610120,	-0.000023,	-3.170852,	-7.217441,	2.066020,	-8.910681,	
0.459431,	-0.000039,	8.660697,	0.149258,	7.125549,	-6.237284,	
-1.460814,	-0.000001,	-2.617048,	-5.276545,	-1.025117,	-5.164026,	
0.366747,	-0.000000,	-3.808796,	-7.348259,	2.703211,	-9.871702,	
-0.422592,	-0.000019,	10.275858,	2.442352,	6.889590,	-3.841207,	
-1.593706,	-0.000017,	5.332726,	-3.304771,	2.629228,	-3.244586,	
1.907005,	-0.000021,	4.047045,	-2.733598,	1.663091,	-2.184894,	
1.805227,	-0.000007,	-0.631964,	-3.913846,	-0.791933,	-4.097809,	
0.245486,	-0.000012,	6.957487,	-1.198857,	7.667493,	-8.636450,	
0.394518,	-0.000051,	-5.231667,	-7.673291,	1.613583,	-9.162890,	
-0.060544,	-0.000020,	9.295838,	1.346008,	7.923304,	-6.562788,	
-0.430909,	-0.000089,	-4.415165,	-7.508326,	2.049619,	-9.370658,	
0.772000,	-0.000006,	-10.229688,	-4.705785,	-4.613137,	-1.400411,	
-0.878226,	-0.000008,	-9.454114,	-5.210020,	-3.848170,	-2.752872,	
1.372013,	-0.000003,	-4.322927,	-5.286053,	-1.672139,	-4.955850,	
-1.627790,	-0.000012,	-6.616395,	-1.060565,	-3.343820,	-1.250999,	
-1.058610,	-0.000039,	3.009078,	-5.223956,	3.164840,	-6.775102,	
0.930942,	-0.000041,	-8.040518,	-6.114216,	-2.671101,	-4.519447,	
