-1.252754,	-0.001379,	4.221406,	-4.249755,	2.922015,	-5.167317,	
-1.355783,	-0.004235,	-0.525453,	-5.468305,	0.339981,	-5.542250,	
0.688378,	-0.005278,	-5.940098,	-7.207835,	-0.282444,	-6.990660,	
-1.818795,	-0.000390,	3.921514,	-2.771458,	1.671330,	-2.361837,	
1.636590,	-0.003243,	-2.526982,	-4.070841,	-1.407246,	-4.167916,	
-2.079051,	-0.000957,	-2.323860,	-0.679822,	-1.504623,	-1.410793,	
-0.148946,	-0.001135,	-7.080512,	-7.891778,	0.709817,	-8.593855,	
0.203028,	-0.000197,	-8.137700,	-7.946511,	-0.340839,	-7.612686,	
0.132664,	-0.002665,	-4.325538,	-7.450705,	3.002394,	-10.425648,	
-0.033392,	-0.004853,	-3.287856,	-7.157851,	3.863934,	-11.020212,	
1.953486,	-0.002073,	-3.925579,	-1.652505,	-2.445149,	-2.570264,	
-1.748631,	-0.003809,	-3.431107,	-3.644641,	-2.061997,	-4.001674,	
2.028523,	-0.000669,	2.721660,	-3.212384,	0.720629,	-2.893498,	
1.879377,	-0.002665,	0.118644,	-4.080842,	-0.593371,	-4.262558,	
1.228751,	-0.002292,	-8.312676,	-4.252785,	-3.650413,	-3.036269,	
-1.237110,	-0.000704,	-8.047567,	-4.534947,	-3.466292,	-3.397333,	
0.644062,	-0.003001,	-9.943601,	-6.926447,	-3.239846,	-4.341510,	
-1.670847,	-0.000654,	1.599443,	-5.208057,	0.543993,	-5.154074,	
-1.084260,	-0.007175,	-1.220262,	-6.902835,	1.155203,	-7.450283,	
0.501891,	-0.004755,	2.856239,	-4.879857,	5.765500,	-9.921077,	
-0.036704,	-0.010589,	0.832370,	-5.487621,	6.313815,	-11.799283,	
-0.348378,	-0.002457,	2.463387,	-4.848533,	6.300390,	-10.775709,	
0.870502,	-0.000992,	-0.267958,	-6.684630,	2.544561,	-8.322525,	
0.425962,	-0.004193,	9.828878,	1.175000,	7.463096,	-5.608216,	
-0.458018,	-0.000322,	-6.772538,	-8.148462,	0.449466,	-8.551665,	
-0.610553,	-0.004517,	7.465413,	-1.932448,	6.835779,	-7.550859,	
-1.104905,	-0.001039,	-3.798858,	-7.098412,	-0.335783,	-6.947260,	
0.013268,	-0.001577,	3.960173,	-3.669421,	7.627509,	-11.296089,	
1.078744,	-0.000457,	-3.692316,	-7.105249,	-0.190415,	-7.015367,	
0.832644,	-0.002709,	7.109821,	-2.711651,	5.761192,	-6.576925,	
0.323251,	-0.009271,	-2.660710,	-7.309213,	3.839051,	-10.937969,	
0.140647,	-0.003494,	-5.378552,	-8.118525,	2.602092,	-10.693633,	
0.479783,	-0.004181,	-10.459026,	-7.710227,	-2.987482,	-5.065835,	
2.276932,	-0.002012,	-3.306109,	-1.081654,	-2.542670,	-2.735478,	
-2.047101,	-0.000449,	-2.969262,	-2.904805,	-2.402012,	-4.005164,	
0.116137,	-0.004176,	-4.201989,	-7.937505,	3.625904,	-11.537197,	
0.259334,	-0.008667,	-8.078021,	-8.746243,	0.332673,	-9.067040,	
-0.152757,	-0.003842,	9.986739,	1.115925,	8.691837,	-7.479716,	
-0.236774,	-0.000440,	-5.404162,	-8.409584,	2.627609,	-10.964153,	
2.162656,	-0.004013,	-2.309448,	-3.132072,	-2.413780,	-4.486761,	
-2.887587,	-0.000624,	-2.392713,	0.562859,	-1.737748,	-1.118858,	
-2.008126,	-0.002503,	-1.987807,	-4.118538,	-2.042615,	-4.978998,	
2.166271,	-0.001362,	4.948187,	-3.729182,	1.693629,	-2.777314,	
0.199191,	-0.005463,	-2.094696,	-7.354644,	4.903927,	-12.156233,	
0.396833,	-0.001928,	-10.849268,	-8.391398,	-2.707984,	-5.895875,	
2.318013,	-0.003291,	2.700242,	-4.190976,	-0.102970,	-4.261202,	
-0.376694,	-0.008511,	0.291856,	-6.639335,	5.742355,	-11.996852,	
-0.338382,	-0.000628,	2.627965,	-5.336227,	6.904550,	-11.850680,	
0.930112,	-0.005598,	0.428684,	-7.245537,	2.868271,	-8.947130,	
-0.983877,	-0.007543,	0.701757,	-7.288539,	2.836815,	-8.877336,	
0.486129,	-0.008463,	2.637343,	-5.586394,	6.165174,	-11.012747,	
0.089254,	-0.007074,	0.522689,	-6.178613,	6.611498,	-12.759460,	
-0.832080,	-0.004647,	3.417070,	-5.892092,	4.802021,	-9.141944,	
1.347829,	-0.001041,	-0.884654,	-7.121940,	0.349950,	-7.198967,	
2.420392,	-0.003149,	2.136961,	-3.825100,	-0.519018,	-4.215966,	
-0.785911,	-0.000965,	1.765178,	-6.690818,	4.333598,	-9.756519,	
0.721180,	-0.000046,	1.931660,	-6.401486,	4.692989,	-9.925904,	
-1.588861,	-0.005297,	3.941450,	-6.019489,	1.932455,	-5.994816,	
-0.299769,	-0.006498,	-1.163763,	-7.195594,	5.283092,	-12.253115,	
-1.571257,	-0.002398,	4.742398,	-5.762788,	2.376784,	-5.767391,	
-1.536137,	-0.005330,	-1.370075,	-6.701202,	-0.551526,	-6.679153,	
1.290242,	-0.006219,	2.786830,	-6.567118,	2.369920,	-7.209147,	
-0.878051,	-0.002176,	8.237110,	-2.700479,	6.268172,	-6.714145,	
-1.015543,	-0.006083,	-5.900680,	-7.947464,	-0.972890,	-7.429577,	
-1.361228,	-0.004734,	6.446292,	-4.884026,	3.829069,	-5.698341,	
-0.582628,	-0.002040,	8.689893,	-1.399943,	7.579885,	-7.737789,	
-0.708535,	-0.000962,	-6.946050,	-8.550453,	-0.315086,	-8.311006,	
-0.724983,	-0.002579,	7.433430,	-2.943487,	6.708793,	-7.976549,	
0.304035,	-0.003882,	7.558412,	-1.680773,	8.389525,	-9.675714,	
2.616565,	-0.001233,	1.781890,	-2.929704,	-0.603936,	-3.452669,	
-1.204671,	-0.006998,	2.919151,	-6.522383,	2.836842,	-7.556485,	
