-1.252377,	-0.001960,	5.928307,	-3.055992,	3.625129,	-4.197643,	
-1.207652,	-0.004397,	0.943970,	-5.581428,	1.576523,	-6.147906,	
0.997451,	-0.004073,	-6.907764,	-5.909742,	-2.177474,	-4.736042,	
-0.333811,	-0.009453,	-0.283412,	-5.880721,	4.802838,	-10.433117,	
-0.406229,	-0.001446,	3.569198,	-3.865111,	6.165698,	-9.532545,	
0.958728,	-0.004255,	-4.221255,	-6.680066,	-0.242816,	-6.541399,	
-0.418474,	-0.002396,	8.870857,	0.666212,	7.101411,	-5.829315,	
-0.689744,	-0.008255,	-1.915528,	-6.755542,	2.384719,	-8.607598,	
-0.254541,	-0.001938,	3.988441,	-3.380344,	6.834604,	-9.998053,	
0.887377,	-0.002789,	-4.497228,	-6.880724,	-0.104305,	-6.815087,	
-0.384230,	-0.002674,	8.915839,	0.736264,	7.230035,	-5.973832,	
-0.659272,	-0.002910,	-2.201993,	-6.865244,	2.358490,	-8.733681,	
-0.377750,	-0.004603,	4.496097,	-3.229894,	6.623494,	-9.397589,	
0.723302,	-0.003598,	-4.794363,	-7.229830,	0.421774,	-7.544996,	
-0.087119,	-0.004064,	8.631138,	0.685822,	7.893356,	-7.180325,	
-0.556754,	-0.002686,	-4.804189,	-7.463701,	1.208361,	-8.491281,	
1.277624,	-0.003305,	2.166140,	-5.322522,	1.922243,	-5.871946,	
0.932627,	-0.000194,	8.588671,	-0.554266,	5.420772,	-3.782716,	
-2.100136,	-0.000912,	-0.174027,	-2.171392,	-0.726766,	-2.537811,	
2.077179,	-0.001359,	0.051906,	-2.494186,	-0.658186,	-2.814199,	
-0.273630,	-0.006807,	7.748889,	-0.520711,	7.714831,	-7.962540,	
-0.980062,	-0.001753,	-3.682815,	-6.916069,	0.106209,	-6.975379,	
0.116397,	-0.000424,	3.781569,	-3.507785,	7.168066,	-10.626995,	
0.844929,	-0.005818,	-2.452144,	-6.948573,	1.360816,	-7.845925,	
1.003031,	-0.004908,	6.989755,	-2.550059,	4.868333,	-5.147829,	
-1.341950,	-0.002085,	4.537117,	-4.448048,	2.852316,	-5.100898,	
-1.134755,	-0.003778,	-1.689936,	-6.512609,	0.595462,	-6.766142,	
0.817578,	-0.005616,	2.297731,	-5.405232,	3.883993,	-8.045889,	
1.442882,	-0.002795,	-4.393654,	-4.967189,	-1.901699,	-4.729870,	
-1.705669,	-0.001600,	-6.152154,	-1.376071,	-3.195715,	-1.800713,	
0.268539,	-0.000051,	-5.457220,	-7.844411,	1.967390,	-9.741262,	
-0.233852,	-0.003749,	9.997004,	1.855613,	7.785311,	-5.724500,	
-0.843638,	-0.005150,	-0.223028,	-6.632895,	2.711957,	-8.446077,	
0.339262,	-0.003086,	2.386293,	-4.763243,	6.177008,	-10.581794,	
-0.047444,	-0.005341,	1.083143,	-5.249694,	6.316993,	-11.561089,	
-0.164703,	-0.000262,	1.967889,	-4.804230,	6.532259,	-11.248369,	
0.508927,	-0.007751,	0.520135,	-5.949192,	4.576056,	-9.927915,	
2.187949,	-0.000401,	2.958834,	-1.856419,	1.131662,	-1.201139,	
1.235001,	-0.000997,	-7.967326,	-4.363286,	-3.453234,	-3.228627,	
-1.244780,	-0.002503,	-8.001053,	-4.308433,	-3.486980,	-3.183388,	
-1.796586,	-0.001607,	-0.015247,	-4.462003,	-0.516354,	-4.576793,	
2.398282,	-0.000812,	0.215863,	-0.826835,	-0.269933,	-1.025717,	
-2.250891,	-0.000527,	-0.762936,	-1.688549,	-1.136490,	-2.402784,	
-0.429605,	-0.005969,	-2.511013,	-7.180479,	3.451471,	-10.326842,	
-0.968392,	-0.005314,	6.616344,	-3.149587,	5.026837,	-6.019889,	
-1.010846,	-0.003418,	-3.208990,	-7.085500,	0.335274,	-7.264548,	
-0.013999,	-0.002863,	3.817725,	-3.614359,	7.430939,	-11.044837,	
1.007587,	-0.000218,	-3.350898,	-7.034551,	0.235300,	-7.160135,	
0.898845,	-0.004678,	6.846628,	-2.819616,	5.313161,	-6.107646,	
0.217427,	-0.007470,	-1.842509,	-6.779941,	4.540870,	-11.206458,	
-1.179774,	-0.002831,	-5.426601,	-6.439083,	-1.595265,	-5.826901,	
0.522070,	-0.006773,	3.917584,	-4.270580,	6.061724,	-9.504221,	
0.579539,	-0.001601,	-0.968311,	-6.786135,	3.614480,	-9.807253,	
1.817044,	-0.004320,	2.358602,	-4.692304,	0.616517,	-4.539437,	
1.756229,	-0.000654,	2.741630,	-4.939105,	0.929827,	-4.767074,	
1.184062,	-0.001210,	8.631499,	-1.706711,	4.989427,	-3.582960,	
1.834597,	-0.000786,	-0.051099,	-4.898780,	-0.689673,	-5.079137,	
-1.728121,	-0.003201,	-0.215254,	-5.399498,	-0.528301,	-5.480600,	
-1.065500,	-0.003612,	-3.168698,	-7.405735,	0.249379,	-7.527239,	
-0.242816,	-0.007393,	4.176815,	-3.827442,	7.491106,	-11.111911,	
1.201716,	-0.000423,	-5.383505,	-6.665912,	-1.594189,	-6.091425,	
1.540618,	-0.005438,	3.014104,	-5.612594,	1.576955,	-5.651604,	
1.493394,	-0.002004,	8.030215,	-2.530345,	4.122102,	-2.840848,	
1.935292,	-0.003752,	-3.266503,	-3.610922,	-2.441369,	-4.489770,	
-2.267855,	-0.001512,	-3.963566,	-0.794799,	-2.814248,	-2.598184,	
2.551420,	-0.002279,	0.189455,	-1.731106,	-0.956734,	-2.527215,	
-2.501603,	-0.000314,	2.876895,	-1.365633,	1.313089,	-0.312648,	
-1.943793,	-0.000016,	6.535579,	-1.363817,	3.234017,	-0.185364,	
1.669022,	-0.000111,	-2.803454,	-5.123963,	-1.661264,	-5.287063,	
-2.402099,	-0.000942,	-3.549462,	0.531602,	-2.169645,	-1.069975,	
0.099097,	-0.004470,	8.121510,	-0.554323,	8.581148,	-9.089490,	
-1.873770,	-0.004226,	-2.078177,	-4.261502,	-1.741655,	-4.774112,	
-1.975803,	-0.002933,	1.655800,	-4.469285,	-0.050439,	-4.489023,	
-1.552171,	-0.002169,	-0.818784,	-5.977608,	-0.347323,	-5.970387,	
1.349363,	-0.002108,	-7.196659,	-4.982619,	-3.130384,	-4.301538,	
-1.392530,	-0.001319,	-8.449200,	-3.401552,	-3.984366,	-2.689857,	
-1.455309,	-0.005900,	-1.076155,	-6.344331,	-0.155096,	-6.325551,	
1.427401,	-0.002114,	-0.011797,	-6.357718,	0.446148,	-6.420541,	
0.057346,	-0.000342,	-11.907307,	-7.363905,	-4.540558,	-2.830900,	
1.975656,	-0.004010,	1.718746,	-4.550836,	-0.049157,	-4.570380,	
-1.295245,	-0.001086,	-1.889364,	-6.920647,	0.000426,	-6.920763,	
0.736710,	-0.007408,	3.306988,	-5.375277,	4.977832,	-9.037394,	
-0.129262,	-0.000912,	0.773437,	-5.797699,	6.418295,	-12.163200,	
-0.243873,	-0.011061,	2.148677,	-5.116644,	6.767073,	-11.701151,	
0.690188,	-0.008138,	0.530770,	-6.577934,	3.940193,	-9.595806,	
-0.118695,	-0.000409,	-9.305577,	-8.704980,	-0.652339,	-8.057200,	
0.010566,	-0.011097,	-4.035046,	-7.907814,	3.869097,	-11.776003,	
0.041207,	-0.003557,	-6.037207,	-8.541503,	2.490752,	-11.029759,	
0.001639,	-0.004581,	-6.501269,	-8.699815,	2.198293,	-10.898066,	
2.915320,	-0.001292,	1.203258,	-1.924613,	-0.640953,	-2.549413,	
2.849525,	-0.000816,	2.106619,	-2.303253,	-0.092044,	-2.391421,	
0.014594,	-0.007567,	-6.044582,	-8.695436,	2.647418,	-11.342204,	
2.926719,	-0.002442,	1.091516,	-2.219675,	-1.032372,	-3.228840,	
1.238705,	-0.003674,	9.486067,	-1.915457,	5.329156,	-3.634355,	
-1.277427,	-0.002257,	10.034599,	-0.929079,	5.381004,	-2.496777,	
2.034621,	-0.000660,	1.590543,	-5.223403,	-0.416456,	-5.409959,	
1.884575,	-0.002721,	4.939400,	-5.322963,	1.724881,	-4.786108,	
0.746548,	-0.003309,	-3.234587,	-8.327588,	1.952508,	-9.756406,	
0.444376,	-0.003271,	-7.688234,	-9.155493,	0.475974,	-9.584569,	
1.737873,	-0.000601,	-6.791941,	-3.959416,	-3.778998,	-4.590103,	
-1.774898,	-0.001662,	-7.165976,	-3.368734,	-4.002546,	-4.173483,	
-1.275568,	-0.005768,	0.089641,	-7.653287,	1.233522,	-8.018991,	
0.615325,	-0.004879,	3.424651,	-5.658041,	6.001621,	-10.541919,	
0.474910,	-0.000323,	-0.219909,	-7.173101,	5.092262,	-11.701071,	
-1.608560,	-0.001725,	8.131641,	-4.007348,	3.996219,	-3.863359,	
3.071847,	-0.002678,	-2.148621,	-0.907426,	-3.040353,	-3.940944,	
2.445570,	-0.003124,	3.019064,	-4.441087,	-0.282592,	-4.658513,	
0.754977,	-0.007180,	-4.208091,	-8.693793,	1.408854,	-9.712885,	
1.958128,	-0.000668,	0.866456,	-5.934376,	-0.742511,	-6.215295,	
2.340078,	-0.002029,	-0.057410,	-4.398961,	-2.063169,	-5.837144,	
-3.135911,	-0.001093,	5.215943,	-3.486444,	1.729499,	-1.756985,	
-2.285012,	-0.004174,	0.148021,	-4.788895,	-1.887975,	-6.019600,	
2.294600,	-0.004593,	4.378338,	-5.176248,	0.599047,	-4.777478,	
1.000326,	-0.000073,	-7.467170,	-8.351625,	-1.731158,	-7.416858,	
-0.586920,	-0.003347,	11.700958,	1.321602,	8.129786,	-5.462696,	
1.666824,	-0.000735,	-8.903941,	-3.045340,	-4.620642,	-3.491747,	
-1.595103,	-0.001799,	-7.354766,	-5.182667,	-3.736651,	-5.266765,	
0.848912,	-0.006622,	5.711571,	-5.210340,	5.814738,	-9.023736,	
1.283999,	-0.006124,	-4.658834,	-7.902769,	-1.284142,	-7.547060,	
2.725270,	-0.000100,	-2.490945,	-1.882420,	-3.620778,	-5.194065,	
2.489350,	-0.001772,	0.466661,	-4.232616,	-2.123101,	-5.922177,	
-3.115729,	-0.000163,	-2.770533,	-1.135323,	-3.902829,	-5.036830,	
-0.801582,	-0.004790,	1.348869,	-7.434752,	4.330962,	-10.462111,	
0.357137,	-0.002117,	2.374870,	-5.916565,	7.043148,	-12.510075,	
0.264883,	-0.007668,	0.470653,	-6.771799,	6.520029,	-13.051157,	
-1.303790,	-0.006203,	3.864956,	-6.925148,	2.975062,	-7.727890,	
1.649987,	-0.001096,	-0.614694,	-7.029196,	-0.591119,	-7.076604,	
2.184942,	-0.002304,	-3.920954,	-3.439869,	-3.547757,	-5.490975,	
-2.593198,	-0.002907,	-5.417190,	0.170421,	-4.136986,	-3.353645,	
-1.126098,	-0.000812,	-7.469604,	-8.069642,	-2.200423,	-7.121439,	
-2.063491,	-0.000809,	5.175804,	-5.954577,	1.330106,	-5.326383,	
2.069815,	-0.000990,	-8.451717,	0.474258,	-4.646142,	-1.753255,	
-1.674906,	-0.004442,	-4.428839,	-6.330480,	-2.541954,	-6.583411,	
0.753698,	-0.004355,	5.309909,	-5.246732,	6.192812,	-9.743803,	
1.262633,	-0.005327,	-3.560028,	-8.168648,	-0.588104,	-7.993258,	
-1.662044,	-0.001500,	-2.439534,	-6.923265,	-1.536191,	-7.060948,	
0.908265,	-0.004480,	4.891096,	-5.868938,	5.215577,	-9.058659,	
0.986480,	-0.002898,	-1.832142,	-8.452700,	1.654628,	-9.361439,	
2.845897,	-0.001148,	-1.887070,	-2.265480,	-3.739801,	-5.844222,	
-0.937935,	-0.001543,	-1.666724,	-8.653602,	2.099978,	-9.898255,	
-1.064886,	-0.007903,	5.002214,	-6.351599,	4.620059,	-8.622364,	
1.712530,	-0.000122,	-2.170639,	-6.831699,	-1.584084,	-7.055657,	
-0.898890,	-0.006361,	-4.892689,	-9.047755,	0.488247,	-9.354103,	
-2.608344,	-0.000777,	1.757222,	-4.509793,	-1.687457,	-5.962297,	
-1.306339,	-0.008201,	-1.066208,	-8.247237,	0.599079,	-8.408564,	
-0.015334,	-0.000112,	3.811648,	-4.776709,	8.585814,	-13.361528,	
1.303528,	-0.005173,	-1.223792,	-8.120970,	0.455486,	-8.238989,	
0.452367,	-0.007513,	-10.630661,	-9.490561,	-1.776210,	-7.898888,	
-1.583595,	-0.006019,	-4.035726,	-7.103778,	-2.041990,	-7.117622,	
0.165258,	-0.006106,	4.825063,	-4.240976,	8.749491,	-12.862313,	
1.483993,	-0.002940,	-4.268641,	-7.368763,	-1.832126,	-7.215295,	
-0.322351,	-0.000256,	13.769269,	6.089015,	7.265349,	-0.802708,	
-2.313294,	-0.002033,	-0.521877,	-4.747917,	-2.411183,	-6.374577,	
2.342345,	-0.002766,	2.416169,	-5.352080,	-0.877614,	-5.965731,	
0.500461,	-0.005196,	-2.287286,	-8.402487,	4.101390,	-11.990615,	
0.009582,	-0.007661,	11.493705,	1.749832,	9.741237,	-7.989956,	
-0.632885,	-0.001122,	-1.455039,	-8.384079,	3.937518,	-11.561608,	
-1.488518,	-0.002739,	4.760332,	-6.940423,	2.684518,	-7.168379,	
1.831397,	-0.000046,	-4.073111,	-5.695142,	-2.865543,	-6.433607,	
-2.342771,	-0.000420,	-7.346069,	0.714373,	-4.523571,	-2.439688,	
2.991655,	-0.004409,	-4.186045,	-0.342957,	-4.432171,	-4.728277,	
-2.627245,	-0.001242,	5.237385,	-4.798870,	0.854606,	-4.055362,	
-0.925069,	-0.000211,	12.748988,	3.447929,	6.517546,	-0.475295,	
0.262142,	-0.009732,	-7.627021,	-9.670390,	1.574621,	-11.187174,	
