-0.903516,	-0.000030,	2.477508,	-4.979855,	3.438121,	-7.107624,	
0.982290,	-0.000014,	-5.226403,	-6.295743,	-1.023485,	-5.727599,	
-0.666093,	-0.000012,	1.639997,	-5.182198,	4.135509,	-8.433739,	
0.873472,	-0.000064,	-0.457564,	-6.105301,	2.181023,	-7.505779,	
0.644414,	-0.000047,	8.349030,	0.021659,	6.122114,	-4.872505,	
-1.532358,	-0.000033,	-1.775685,	-4.457696,	-0.802709,	-4.426822,	
-0.335669,	-0.000016,	6.331709,	-1.517454,	7.004527,	-8.131096,	
-1.897143,	-0.000015,	1.516269,	-2.613511,	0.357602,	-2.498875,	
1.438295,	-0.000013,	-5.512241,	-3.453897,	-2.550240,	-3.117008,	
-1.433645,	-0.000008,	-5.474382,	-3.525340,	-2.519734,	-3.180817,	
1.773432,	-0.000020,	-2.437852,	-2.687983,	-1.520226,	-2.993962,	
-1.837078,	-0.000010,	-2.410193,	-2.173218,	-1.544494,	-2.579632,	
1.626805,	-0.000000,	-5.663410,	-1.037027,	-2.865221,	-1.197421,	
-1.331812,	-0.000041,	-3.899033,	-5.016920,	-1.394712,	-4.686713,	
