0.850884,	-0.000021,	9.964909,	1.148042,	5.882508,	-2.730316,	
-0.491414,	-0.000034,	-6.857116,	-8.010874,	0.168431,	-8.159377,	
-2.085803,	-0.000020,	1.760188,	-3.207510,	0.102659,	-3.156948,	
-0.347064,	-0.000026,	-3.096321,	-7.323823,	3.397835,	-10.519094,	
-0.004623,	-0.000013,	5.799241,	-2.201424,	8.000472,	-10.201811,	
0.330804,	-0.000086,	-3.018671,	-7.289704,	3.505581,	-10.605121,	
-0.333068,	-0.000001,	-11.181577,	-6.808967,	-4.288408,	-2.756233,	
-1.461388,	-0.000011,	7.729594,	-1.585933,	3.975091,	-2.020017,	
0.189584,	-0.000019,	11.329506,	4.125147,	7.028625,	-2.777519,	
-0.843788,	-0.000010,	-8.030549,	-6.946961,	-2.190465,	-5.491079,	
0.601439,	-0.000009,	4.741774,	-3.833553,	5.986043,	-8.769147,	
0.736051,	-0.000048,	-2.236160,	-7.215225,	2.144359,	-8.804395,	
0.797733,	-0.000045,	8.376463,	-1.152300,	6.070645,	-5.391426,	
0.314484,	-0.000035,	6.588762,	-1.846793,	7.616076,	-9.089262,	
-0.853951,	-0.000040,	2.375948,	-5.643019,	3.879133,	-8.191766,	
1.174128,	-0.000065,	-1.225707,	-6.622387,	0.719931,	-6.900487,	
