0.276356,-0.961055
0.276356,-1.961055

0.278926,-0.960313
0.278928,-1.960313

0.281491,-0.959564
0.281501,-1.959564

0.284052,-0.958809
0.284074,-1.958809

0.286607,-0.958048
0.286647,-1.958048

0.289158,-0.957281
0.289219,-1.957281

0.291703,-0.956509
0.291792,-1.956509

0.294244,-0.955730
0.294365,-1.955730

0.296779,-0.954946
0.296938,-1.954946

0.299309,-0.954156
0.299510,-1.954156

0.301834,-0.953360
0.302083,-1.953360

0.304354,-0.952559
0.304656,-1.952559

0.306869,-0.951752
0.307229,-1.951752

0.309379,-0.950939
0.309801,-1.950939

0.311883,-0.950121
0.312374,-1.950120

0.314382,-0.949297
0.314947,-1.949296

0.316876,-0.948467
0.317520,-1.948467

0.319364,-0.947632
0.320092,-1.947632

0.321847,-0.946792
0.322665,-1.946791

0.324325,-0.945946
0.325238,-1.945945

0.326797,-0.945095
0.327811,-1.945094

0.329264,-0.944238
0.330383,-1.944237

0.331726,-0.943376
0.332956,-1.943375

0.334182,-0.942509
0.335529,-1.942508

0.336632,-0.941636
0.338101,-1.941635

0.339077,-0.940758
0.340674,-1.940757

0.341517,-0.939876
0.343247,-1.939874

0.343951,-0.938988
0.345819,-1.938986

0.346380,-0.938094
0.348392,-1.938092

0.348803,-0.937196
0.350965,-1.937194

0.351220,-0.936293
0.353537,-1.936290

0.353632,-0.935385
0.356110,-1.935382

0.356038,-0.934471
0.358682,-1.934468

0.358439,-0.933553
0.361255,-1.933549

0.360834,-0.932630
0.363827,-1.932626

0.363223,-0.931702
0.366400,-1.931697

0.365607,-0.930769
0.368972,-1.930764

0.367985,-0.929832
0.371545,-1.929825

0.370357,-0.928889
0.374117,-1.928882

0.372724,-0.927942
0.376690,-1.927934

0.375085,-0.926991
0.379262,-1.926982

0.377440,-0.926034
0.381834,-1.926025

0.379789,-0.925073
0.384407,-1.925063

0.382132,-0.924108
0.386979,-1.924096

0.384470,-0.923137
0.389551,-1.923124

0.386802,-0.922163
0.392123,-1.922149

0.389128,-0.921184
0.394695,-1.921168

0.391449,-0.920200
0.397267,-1.920183

0.393763,-0.919212
0.399840,-1.919194

0.396072,-0.918220
0.402412,-1.918200

0.398374,-0.917223
0.404984,-1.917201

0.400671,-0.916222
0.407556,-1.916198

0.402962,-0.915217
0.410127,-1.915191

0.405247,-0.914207
0.412699,-1.914179

0.407527,-0.913193
0.415271,-1.913163

0.409800,-0.912175
0.417843,-1.912143

0.412067,-0.911153
0.420415,-1.911119

0.414329,-0.910127
0.422986,-1.910090

0.416584,-0.909097
0.425558,-1.909057

0.418834,-0.908063
0.428129,-1.908020

0.421077,-0.907025
0.430701,-1.906978

0.423315,-0.905983
0.433272,-1.905933

0.425546,-0.904937
0.435844,-1.904884

0.427772,-0.903887
0.438415,-1.903830

0.429992,-0.902833
0.440986,-1.902772

0.432205,-0.901775
0.443557,-1.901711

0.434413,-0.900714
0.446128,-1.900645

0.436615,-0.899649
0.448699,-1.899576

0.438811,-0.898580
0.451270,-1.898502

0.441000,-0.897507
0.453841,-1.897425

0.443184,-0.896431
0.456412,-1.896343

0.445361,-0.895351
0.458982,-1.895258

0.447533,-0.894267
0.461553,-1.894169

0.449698,-0.893180
0.464123,-1.893076

0.451858,-0.892090
0.466694,-1.891980

0.454011,-0.890996
0.469264,-1.890880

0.456159,-0.889899
0.471834,-1.889776

0.458300,-0.888798
0.474404,-1.888668

0.460435,-0.887693
0.476974,-1.887557

0.462564,-0.886586
0.479544,-1.886442

0.464687,-0.885475
0.482114,-1.885323

0.466804,-0.884361
0.484684,-1.884201

0.468915,-0.883243
0.487253,-1.883075

0.471020,-0.882123
0.489823,-1.881946

0.473119,-0.880999
0.492392,-1.880813

0.475211,-0.879872
0.494961,-1.879677

0.477298,-0.878742
0.497531,-1.878537

0.479378,-0.877608
0.500100,-1.877394

0.481453,-0.876472
0.502669,-1.876247

0.483521,-0.875333
0.505237,-1.875097

0.485583,-0.874190
0.507806,-1.873943

0.487639,-0.873045
0.510375,-1.872787

0.489689,-0.871897
0.512943,-1.871627

0.491733,-0.870746
0.515511,-1.870463

0.493771,-0.869592
0.518079,-1.869296

0.495803,-0.868435
0.520647,-1.868127

0.497828,-0.867276
0.523215,-1.866953

0.499848,-0.866113
0.525783,-1.865777

0.501861,-0.864948
0.528350,-1.864597

0.503868,-0.863780
0.530918,-1.863415

0.505870,-0.862610
0.533485,-1.862229

0.507865,-0.861437
0.536052,-1.861040

0.509854,-0.860261
0.538619,-1.859847

0.511836,-0.859083
0.541186,-1.858652

0.513813,-0.857902
0.543752,-1.857454

0.515784,-0.856719
0.546319,-1.856252

0.517748,-0.855533
0.548885,-1.855048

0.519707,-0.854345
0.551451,-1.853841

0.521659,-0.853154
0.554017,-1.852630

0.523605,-0.851961
0.556583,-1.851417

0.525545,-0.850766
0.559149,-1.850201

0.527480,-0.849568
0.561714,-1.848982

0.529408,-0.848368
0.564279,-1.847759

0.531329,-0.847165
0.566844,-1.846534

0.533245,-0.845961
0.569409,-1.845307

0.535155,-0.844754
0.571974,-1.844076

0.537059,-0.843545
0.574538,-1.842842

0.538956,-0.842334
0.577103,-1.841606

0.540848,-0.841121
0.579667,-1.840367

0.542733,-0.839905
0.582230,-1.839125

0.544612,-0.838688
0.584794,-1.837880

0.546485,-0.837469
0.587358,-1.836633

0.548353,-0.836247
0.589921,-1.835383

0.550214,-0.835024
0.592484,-1.834130

0.552069,-0.833799
0.595047,-1.832875

0.553918,-0.832571
0.597609,-1.831616

0.555761,-0.831342
0.600172,-1.830356

0.557598,-0.830111
0.602734,-1.829092

0.559429,-0.828879
0.605296,-1.827826

0.561253,-0.827644
0.607857,-1.826557

0.563072,-0.826408
0.610419,-1.825286

0.564885,-0.825170
0.612980,-1.824012

0.566692,-0.823930
0.615541,-1.822736

0.568492,-0.822688
0.618102,-1.821457

0.570287,-0.821445
0.620662,-1.820176

0.572076,-0.820201
0.623222,-1.818892

0.573859,-0.818954
0.625782,-1.817605

0.575635,-0.817707
0.628342,-1.816317

0.577406,-0.816457
0.630902,-1.815025

0.579171,-0.815206
0.633461,-1.813732

0.580929,-0.813954
0.636020,-1.812435

0.582682,-0.812700
0.638578,-1.811137

0.584429,-0.811445
0.641137,-1.809836

0.586169,-0.810188
0.643695,-1.808533

0.587904,-0.808931
0.646253,-1.807227

0.589633,-0.807671
0.648810,-1.805919

0.591356,-0.806411
0.651368,-1.804608

0.593073,-0.805149
0.653924,-1.803296

0.594784,-0.803886
0.656481,-1.801981

0.596489,-0.802621
0.659038,-1.800663

0.598188,-0.801356
0.661594,-1.799344

0.599881,-0.800089
0.664150,-1.798022

0.601569,-0.798821
0.666705,-1.796698

0.603250,-0.797552
0.669260,-1.795371

0.604925,-0.796282
0.671815,-1.794043

0.606595,-0.795011
0.674370,-1.792712

0.608259,-0.793739
0.676924,-1.791379

0.609916,-0.792466
0.679478,-1.790043

0.611568,-0.791192
0.682032,-1.788706

0.613214,-0.789917
0.684585,-1.787366

0.614854,-0.788641
